Ränta (rate),Bank,Bindningstid (loan duration),Postnummer (ZIP),Hur stort är ditt bolån (amount),När band du lånet (start date),,
"4,28",Handelsbanken,3 månader,11 448,,,,
"4,28",Handelsbanken,3 månader,11 531,,,,
"4,28",Handelsbanken,3 månader,11 741,"1,4",200,,
"4,28",SBAB,3 månader,11 853,"1,3 mkr",Januari 2012,,
"4,28",Handelsbanken,3 månader,12 552,,,,
"4,28",SBAB,2 år,12869,"2,3",mars 2011,,
"4,28",Handelsbanken,3 månader,14 590,,,,
"4,28",Handelsbanken,Rörlig,15 330,380000,20120101,,
"4,28",Handelsbanken,3 månader,16 244,2,2/1/2012,,
"4,28",Handelsbanken,3 månader,16 354,,,,
"4,28",Handelsbanken,3 månader,17 543,"2,4 mkr",1/1/2008,,
"4,28",Handelsbanken,3 månader,18 248,1812500,februari 2012,,
"4,28",SBAB,3 månader,18 430,,,,
"4,28",Handelsbanken,3 månader,18 463,69000,Januari 2012,,
"4,28",SBAB,3 månader,18 470,1.0 mkr,1/31/2012,,
"4,28",SBAB,3 månader,18 633,,,,
"4,28",Handelsbanken,1 år,18743,4,Mars 2012,,
"4,28",Handelsbanken,3 månader,21 117,"3,6 mkr",2/1/2012,,
"4,28",SBAB,3 månader,22 479,"1,325",110902,,
"4,28",Swedbank,Rörlig,27 660,,,,
"4,28",Handelsbanken,3 månader,41 309,,,,
"4,28",Handelsbanken,3 månader,42 244,584000,120201,,
"4,28",Handelsbanken,3 månader,43 276,"0,8",1/1/2012,,
"4,28",Handelsbanken,Rörlig,58 750,3 mkr,xxxxxx,,
"4,28",SBAB,5 år,62379,800000,Mars 2012,,
"4,28",Handelsbanken,Rörlig,72 344,650000,120101,,
"4,28",Handelsbanken,Rörlig,75 313,,,,
"4,28",Handelsbanken,3 månader,81 134,660000,mars 2012,,
"4,28",Swedbank,2 år,81538,435000,10/31/2010,,
"4,28",Handelsbanken,1 år,85460,,,,
"4,28",Handelsbanken,1 år,85645,255.000:-,6/30/2011,,
"4,28",Handelsbanken,3 månader,18233,"0""",2 mkr,Februari 2012,
"4,28",Handelsbanken,3 månader,42941,"0""","2,2 Mkr",4/1/2012,
"4,27",Handelsbanken,3 år,11223,850 tkr,mars 2011,,
"4,27",Swedbank,3 månader,12 956,"1,4",rörligt,,
"4,27",Skandiabanken,3 månader,18 143,,,,
"4,27",SBAB,3 månader,18 670,,,,
"4,27",SBAB,3 månader,18 732,,,,
"4,27",SBAB,3 månader,19 730,1560000,120102,,
"4,27",Handelsbanken,3 månader,25 435,640000,mars 2012,,
"4,27",SBAB,2 år,26631,2 mkr,3/1/2011,,
"4,27",SBAB,Rörlig,31 145,,,,
"4,27",SBAB,3 månader,31 330,"1,2 Mkr",20120101,,
"4,27",Handelsbanken,Rörlig,38 293,,,,
"4,27",SEB,7 år,43149,,,,
"4,27",Swedbank,2 år,43347,397508,5/23/2011,,
"4,27",Länsförsäkringar,3 månader,43 351,2180000,120201,,
"4,27",Länsförsäkringar,Rörlig,57 193,"1,1mkr",120115,,
"4,27",Swedbank,3 år,57733,650000,9-Apr,,
"4,27",Länsförsäkringar,1 år,58758,1150000,Maj 2011,,
"4,27",Länsförsäkringar,1 år,58758,1150000,Maj 2011,,
"4,27",Swedbank,3 månader,59 742,"0,26 mkr",120206,,
"4,27",Swedbank,3 månader,59 742,"0,25 mkr",2/6/2012,,
"4,27",Länsförsäkringar,Rörlig,64 553,307500,7/1/2011,,
"4,27",Swedbank,4 år,66831,675000,11-Sep,,
"4,27",Handelsbanken,5 år,69271,120000,5/1/2010,,
"4,27",Länsförsäkringar,3 månader,70 348,"1,3",120201,,
"4,27",Länsförsäkringar,3 månader,72 462,,,,
"4,27",Swedbank,4 år,75317,366 tkr,110625,,
"4,27",SBAB,Rörlig,81 833,,,,
"4,27",Länsförsäkringar,Rörlig,93 081,150000,mars 2009,,
"4,27",Swedbank,3 månader,13971,"0""",864885,Juli 2011,
"4,27",SBAB,3 månader,18378,"0""","1,1 mkr",2/28/2010,
"4,27",Swedbank,5 år,27437,"0""",800 tkr,11-Sep,
"4,27",Nordea,Rörlig,44252,"0""","1,90mkr",1/1/2002,
"4,26",SBAB,3 månader,11 244,"1,43 mkr",4/2/2012,,
"4,26",SBAB,3 månader,12 057,500000,12-Feb,,
"4,26",Nordea,10 år,13671,900000,110230,,
"4,26",Swedbank,2 år,14462,746000,mars 2011,,
"4,26",Swedbank,2 år,14462,845000,mars 2011,,
"4,26",SEB,3 månader,14 771,"1,3",120229,,
"4,26",Swedbank,Rörlig,14 941,"1,15 mkr",Mars 2012,,
"4,26",Swedbank,Rörlig,14 941,"1,15 mkr",Mars 2012,,
"4,26",SEB,10 år,15023,,,,
"4,26",SBAB,3 månader,16 751,,,,
"4,26",SBAB,2 år,17568,"1,1mkr",4/1/2011,,
"4,26",Handelsbanken,2 år,18736,"4,2",7/1/2011,,
"4,26",SBAB,3 månader,21 440,514000,7/18/2011,,
"4,26",SBAB,3 månader,22 240,"2,5 mkr",120127,,
"4,26",Nordea,3 månader,41 124,"2,8",120125,,
"4,26",Handelsbanken,3 månader,42 671,1050000,120801,,
"4,26",SEB,10 år,61498,,,,
"4,26",Handelsbanken,3 år,84242,,,,
"4,26",Nordea,3 månader,43159,"0""",3 mkr,Decembewr 2010,
"4,25",Handelsbanken,3 månader,11 138,,,,
"4,25",Swedbank,3 månader,11 266,,,,
"4,25",SBAB,3 månader,11 269,"2,3 mkr",20120101,,
"4,25",SBAB,3 månader,11 324,,,,
"4,25",Handelsbanken,2 år,11324,"2,3",2/1/2012,,
"4,25",Handelsbanken,3 månader,11 445,"640.0""0","00""",12-Feb,
"4,25",Länsförsäkringar,3 månader,11 454,,,,
"4,25",SBAB,Rörlig,11 550,,,,
"4,25",Swedbank,Rörlig,11 738,,,,
"4,25",Danske Bank,Rörlig,11 858,"2,585",20120401,,
"4,25",Swedbank,3 månader,11 862,"3,5",5/1/2011,,
"4,25",Handelsbanken,3 månader,12 038,,,,
"4,25",SBAB,3 månader,12 039,960000,120221,,
"4,25",SBAB,Rörlig,12 064,,,,
"4,25",Nordea,3 månader,12 067,"1,2  mkr",januari 2012,,
"4,25",Danske Bank,Rörlig,12 260,"1,2 mkr",4/2/2012,,
"4,25",Swedbank,3 månader,12 472,,,,
"4,25",Handelsbanken,Rörlig,12 542,"1,2",110801,,
"4,25",SBAB,3 månader,12 680,2 mkr,8/15/2011,,
"4,25",Nordea,3 månader,12 736,,,,
"4,25",Danske Bank,Rörlig,12 831,,,,
"4,25",Handelsbanken,3 månader,13 153,665000,1/1/2012,,
"4,25",SBAB,3 månader,13 441,"1,5 mkr",Januari 2012,,
"4,25",SBAB,3 månader,13 930,,,,
"4,25",Handelsbanken,3 månader,14 931,"1,675 mkr",Februari 2012,,
"4,25",Länsförsäkringar,Rörlig,15 160,,,,
"4,25",Nordea,3 år,15230,875000,20110401,,
"4,25",Handelsbanken,5 år,16343,"2,1 mkr",6/11/2011,,
"4,25",Nordea,3 månader,16 344,"2,2 mkr",Februari 2012,,
"4,25",Länsförsäkringar,1 år,16570,"1,7",1/1/2012,,
"4,25",SEB,2 år,16774,,,,
"4,25",SEB,2 år,16774,,,,
"4,25",Handelsbanken,Rörlig,16 835,1200000,10/1/2010,,
"4,25",SBAB,Rörlig,16 963,"0,6 mkr",2/4/2012,,
"4,25",Handelsbanken,3 månader,17 266,,,,
"4,25",Swedbank,3 månader,17 270,,,,
"4,25",Swedbank,Rörlig,17 555,"2,6",1/25/2012,,
"4,25",Nordea,Rörlig,17 771,"0,3",1/1/2010,,
"4,25",SBAB,5 år,18433,,,,
"4,25",Skandiabanken,3 månader,18 492,900000,20120201,,
"4,25",Handelsbanken,3 månader,18 656,,,,
"4,25",Handelsbanken,3 månader,18 695,,,,
"4,25",Handelsbanken,3 månader,19 100,"2,95 mkr",20120201,,
"4,25",Handelsbanken,3 månader,19 443,"2,2 mkr",120201,,
"4,25",Swedbank,3 år,19633,,,,
"4,25",Nordea,Rörlig,21 233,345000,3/1/2012,,
"4,25",SBAB,3 månader,22 337,,,,
"4,25",Handelsbanken,Rörlig,23 636,,,,
"4,25",Handelsbanken,Rörlig,23 843,,,,
"4,25",Swedbank,3 månader,23 935,"3,0 mkr",1/30/2012,,
"4,25",Nordea,8 år,24770,"0,9",5-Sep,,
"4,25",Swedbank,3 månader,25 269,500000,1/15/2012,,
"4,25",Handelsbanken,3 månader,25 440,,,,
"4,25",Swedbank,3 månader,26 393,,,,
"4,25",Swedbank,Rörlig,27 357,890000,0,,
"4,25",Danske Bank,Rörlig,29 154,"0,26",aldrig,,
"4,25",Handelsbanken,3 år,30226,1211000,Februari 2011,,
"4,25",Handelsbanken,5 år,30259,,,,
"4,25",Swedbank,10 år,31061,780000,120220,,
"4,25",Handelsbanken,5 år,31196,,,,
"4,25",Swedbank,Rörlig,33 231,"1,2",20110304,,
"4,25",Swedbank,8,33 432,450000,51112,,
"4,25",Handelsbanken,3 månader,35 250,3150000,120401,,
"4,25",Swedbank,Rörlig,37 152,"3,3mkr",90901,,
"4,25",Swedbank,Rörlig,38 440,3000000,2012,,
"4,25",Swedbank,3 månader,38 898,,,,
"4,25",Swedbank,3 månader,39 477,856000,20100101,,
"4,25",Länsförsäkringar,3 år,41264,,,,
"4,25",Nordea,3 månader,41 657,,,,
"4,25",Länsförsäkringar,3 månader,43 265,,,,
"4,25",Nordea,Rörlig,43 362,,,,
"4,25",Handelsbanken,3 månader,43 953,,,,
"4,25",Swedbank,Rörlig,44 140,,,,
"4,25",Nordea,Rörlig,44 295,1000000,20091001,,
"4,25",Handelsbanken,Rörlig,44 532,"0,4",20120101,,
"4,25",Handelsbanken,1 år,45932,"865.0""0","00""",4/12/2001,
"4,25",Länsförsäkringar,3 månader,46 198,"1,5",1/1/2012,,
"4,25",Handelsbanken,Rörlig,47 293,,,,
"4,25",Handelsbanken,5 år,51460,500000,110901,,
"4,25",Swedbank,3 år,51735,431000,9/25/2011,,
"4,25",Handelsbanken,25,52 330,,,,
"4,25",Nordea,Rörlig,53 199,430000,120402,,
"4,25",Swedbank,5 år,53392,830000,20100501,,
"4,25",Swedbank,Rörlig,54 242,,,,
"4,25",Swedbank,Rörlig,56 831,330000,81106,,
"4,25",Swedbank,3 år,57300,1,20100630,,
"4,25",Länsförsäkringar,3 år,58217,,,,
"4,25",Handelsbanken,10 år,58234,,,,
"4,25",Länsförsäkringar,Rörlig,58 249,1800000,20120228,,
"4,25",Swedbank,2 år,58253,,,,
"4,25",Swedbank,5 år,59151,"1,3 mkr",6/6/2010,,
"4,25",Skandiabanken,Rörlig,61 338,"0,16",januari 2012,,
"4,25",Swedbank,3 år,61734,250000,20110925,,
"4,25",Swedbank,3 månader,62 155,,,,
"4,25",Swedbank,2 år,64023,,,,
"4,25",Handelsbanken,5 år,65591,"1,8 mkr",20110903,,
"4,25",Swedbank,Rörlig,66 010,,,,
"4,25",Nordea,2 år,66050,200000,11-Nov,,
"4,25",SBAB,2 år,66143,610000,3/4/2011,,
"4,25",Nordea,3 månader,68 194,680000,2/28/2011,,
"4,25",Handelsbanken,3 månader,69 271,,,,
"4,25",Swedbank,Rörlig,69 792,700000,augusti 2011,,
"4,25",Swedbank,10 år,70347,"0,5 mkr",2/17/2011,,
"4,25",Nordea,Rörlig,72 210,1 mkr,60825,,
"4,25",Handelsbanken,3 månader,72 241,1.0 mkr,120201,,
"4,25",Nordea,Rörlig,72 351,"1,6 mkr",Rörlig ränta,,
"4,25",Swedbank,1 år,72353,"1,1",20120109,,
"4,25",Swedbank,3 månader,72 476,100000,februari 2012,,
"4,25",Handelsbanken,3 månader,74 140,"1,4 mkr ",20111206,,
"4,25",SBAB,3 månader,74 391,"2,1",2009,,
"4,25",Swedbank,Rörlig,74 891,750000,3/15/2010,,
"4,25",Handelsbanken,3 månader,75 241,,,,
"4,25",Swedbank,3 månader,75 334,600000,5/1/2011,,
"4,25",Swedbank,3 månader,75 359,,,,
"4,25",Nordea,3 månader,75 643,"4,2",120303,,
"4,25",Handelsbanken,2 år,75653,,,,
"4,25",Handelsbanken,10 år,75653,,,,
"4,25",Nordea,3 månader,75 757,"1,1",110323,,
"4,25",SBAB,3 år,76295,"2,1 mkr",Augusti 2011,,
"4,25",Handelsbanken,3 månader,77 014,,,,
"4,25",Swedbank,3 månader,77 100,,,,
"4,25",Swedbank,Rörlig,77 142,750000,120101,,
"4,25",Swedbank,3 månader,77 791,5000000,20101001,,
"4,25",Länsförsäkringar,Rörlig,78 454,,,,
"4,25",Swedbank,3 månader,79 021,,,,
"4,25",Handelsbanken,5 år,81130,,,,
"4,25",Länsförsäkringar,5 år,81132,,,,
"4,25",Swedbank,Rörlig,82 060,,,,
"4,25",Nordea,1 år,82100,,,,
"4,25",Handelsbanken,Rörlig,84 070,,,,
"4,25",SBAB,Rörlig,90 332,,,,
"4,25",Swedbank,3 år,90360,,,,
"4,25",SEB,2 år,91335,2,100825,,
"4,25",Swedbank,3 månader,94 431,680000,Januari 2012,,
"4,25",Handelsbanken,3 månader,95 792,900000,20120231,,
"4,25",Swedbank,5 år,98140,175000,2008-02,,
"4,24",Handelsbanken,3 månader,11 218,,,,
"4,24",Handelsbanken,1 år,11224,1,januari 2012,,
"4,24",SBAB,Rörlig,11 262,1475000,augusti 2010,,
"4,24",Länsförsäkringar,Rörlig,12 540,,,,
"4,24",Länsförsäkringar,3 månader,12 637,"1,4",n/a,,
"4,24",Handelsbanken,3 månader,13 370,,,,
"4,24",SBAB,3 månader,13 767,"1,3",2/12/2012,,
"4,24",Handelsbanken,5 år,14897,548750,20111030,,
"4,24",SBAB,3 månader,16 342,"1,05",11-Dec,,
"4,24",SBAB,3 månader,17 840,,,,
"4,24",Handelsbanken,3 månader,18 654,269000,Februari 2012,,
"4,24",Nordea,3 månader,21 211,800000,11-Dec,,
"4,24",Swedbank,3 månader,21 741,"0,85 mkr",2/28/2012,,
"4,24",Handelsbanken,3 månader,50 467,"1,5 mkr",120201,,
"4,24",Swedbank,3 månader,53 158,,,,
"4,24",Swedbank,2 år,53159,627090,5/23/2011,,
"4,24",Swedbank,5 år,53233,"1,1 mkr",2007,,
"4,24",SBAB,Rörlig,53 334,606000,2/13/2012,,
"4,24",Handelsbanken,Rörlig,54 194,370000,ej bundet,,
"4,24",Swedbank,3 månader,57 592,320000,2011,,
"4,24",Swedbank,5 år,64151,,,,
"4,24",Nordea,2 år,65345,631320,1/23/2011,,
"4,24",Nordea,Rörlig,66 593,,,,
"4,24",Swedbank,5 år,71133,,,,
"4,24",Swedbank,5 år,73337,1 mkr,11-Dec,,
"4,24",Handelsbanken,3 månader,75 326,,,,
"4,24",SBAB,Rörlig,75 594,,,,
"4,24",Swedbank,1 år,76194,,,,
"4,24",Nordea,1 år,17762,"0""",450000 kr,maj 2011,
"4,23",Handelsbanken,3 månader,11 238,"1,6",20120201,,
"4,23",Handelsbanken,Rörlig,11 452,,,,
"4,23",Handelsbanken,3 månader,11 533,"2,2 mkr",7/1/2009,,
"4,23",Swedbank,3 månader,11 537,150000,110102,,
"4,23",SBAB,3 månader,11 543,,,,
"4,23",Handelsbanken,3 månader,11 638,,,,
"4,23",SBAB,3 månader,11 764,1000000,mars 2012,,
"4,23",Handelsbanken,3 månader,12 065,725000,20120103,,
"4,23",Handelsbanken,2 år,12838,"1,2",6/1/2011,,
"4,23",SBAB,3 månader,13 343,700000,maj 2009,,
"4,23",SBAB,3 månader,13 441,2.2mkr,Februari 2012,,
"4,23",Handelsbanken,Rörlig,13 770,"4,3",1/1/2011,,
"4,23",Handelsbanken,3 månader,13 940,2040173,oktober 2011,,
"4,23",Handelsbanken,3 månader,14 243,840000,1/30/2012,,
"4,23",Skandiabanken,5 år,15144,,,,
"4,23",Skandiabanken,5 år,15144,,,,
"4,23",SBAB,2 år,16443,730000,110401,,
"4,23",Handelsbanken,3 månader,16 762,750000,Mars 2009,,
"4,23",Handelsbanken,3 månader,16 771,,,,
"4,23",Handelsbanken,3 månader,16 836,,,,
"4,23",Handelsbanken,3 månader,16 860,,,,
"4,23",SBAB,3 månader,16 874,"1,8",10-Apr,,
"4,23",Swedbank,5 år,16973,1350000,12/12/2009,,
"4,23",Handelsbanken,3 månader,17 543,1200000,1012-02-01,,
"4,23",Skandiabanken,3 månader,17 556,"0,6",12-Feb,,
"4,23",Handelsbanken,3 månader,18 143,,,,
"4,23",Handelsbanken,Rörlig,18 361,,,,
"4,23",Handelsbanken,3 månader,18 438,,,,
"4,23",SBAB,3 månader,18 494,,,,
"4,23",Handelsbanken,3 månader,18 738,,,,
"4,23",Handelsbanken,3 månader,19 270,1.8 mkr,2/1/2012,,
"4,23",Handelsbanken,3 månader,21 429,692000,120201,,
"4,23",Handelsbanken,3 månader,21 436,990000,120116,,
"4,23",Handelsbanken,3 månader,21 611,"1,6 mkr",2/1/2012,,
"4,23",Swedbank,3 månader,23 131,"1,15mkr",Februari 2011,,
"4,23",Swedbank,3 månader,23 131,"1,15mkr",Februari 2011,,
"4,23",Swedbank,3 månader,23 131,"1,15mkr",Februari 2011,,
"4,23",Swedbank,3 månader,23 131,"1,15mkr",Februari 2011,,
"4,23",Swedbank,5 år,24332,379000,91219,,
"4,23",Handelsbanken,3 månader,26 362,400000,februari 2012,,
"4,23",Handelsbanken,3 månader,29 434,300000,120101,,
"4,23",Handelsbanken,Rörlig,31 041,,,,
"4,23",Handelsbanken,Rörlig,31 041,,,,
"4,23",Swedbank,1 år,31330,900tkr,20110610,,
"4,23",Handelsbanken,3 månader,44 491,,,,
"4,23",Handelsbanken,3 månader,44 835,634000,Februari 2011,,
"4,23",Swedbank,Rörlig,45 293,870000,juni 2010,,
"4,23",Länsförsäkringar,3 månader,53 238,,,,
"4,23",Handelsbanken,3 månader,59 162,,,,
"4,23",Handelsbanken,3 månader,59 162,,,,
"4,23",Handelsbanken,3 månader,59 162,,,,
"4,23",Swedbank,5 år,61073,"0,74 mkr",2010,,
"4,23",Handelsbanken,3 månader,63 223,,,,
"4,23",Handelsbanken,3 månader,72 349,,,,
"4,23",SBAB,3 månader,72 477,900000,mars 2011,,
"4,23",Handelsbanken,3 månader,78 441,,,,
"4,23",Handelsbanken,3 månader,79 397,,,,
"4,23",Swedbank,3 månader,82 134,49800,110605,,
"4,23",Swedbank,1 år,83691,800000,maj 2011,,
"4,23",Länsförsäkringar,3 månader,85 651,806000,120202,,
"4,23",Handelsbanken,Rörlig,90 587,,,,
"4,23",Handelsbanken,3 månader,18157,"0""","1,5 mkr",januari 2006,
"4,22",Handelsbanken,3 månader,11 229,3,3/1/2012,,
"4,22",Länsförsäkringar,3 månader,11 241,"1,6",20120101,,
"4,22",Länsförsäkringar,3 månader,11 249,,,,
"4,22",Swedbank,1 år,11262,"1,675 Mkr.",7/1/2011,,
"4,22",Länsförsäkringar,3 månader,11 328,"1,3",Februari 2012,,
"4,22",Länsförsäkringar,Rörlig,11 330,,,,
"4,22",Handelsbanken,Rörlig,11 351,,,,
"4,22",Nordea,3 månader,11 438,"2,76",7-Jan,,
"4,22",Länsförsäkringar,3 månader,11 537,,,,
"4,22",SBAB,3 månader,11 557,2 Mkr,11-Dec,,
"4,22",Länsförsäkringar,3 månader,11 730,,,,
"4,22",Länsförsäkringar,3 månader,12 039,,,,
"4,22",Länsförsäkringar,3 månader,12 065,,,,
"4,22",Länsförsäkringar,Rörlig,12 065,2 mkr,2/2/2012,,
"4,22",Länsförsäkringar,3 månader,12 249,1100000,2/1/2012,,
"4,22",Länsförsäkringar,3 månader,12 574,"1,2 mkr",10/31/2007,,
"4,22",Länsförsäkringar,3 månader,12 649,"1,1 mkr",9/30/2010,,
"4,22",Länsförsäkringar,3 månader,12 732,292500,2/2/2012,,
"4,22",SBAB,3 månader,12 844,"0,545 mkr",Februari 2012,,
"4,22",Handelsbanken,3 år,13145,1000000,111201,,
"4,22",Handelsbanken,3 månader,13 243,750 tkr,Februari 2010,,
"4,22",SBAB,3 månader,13 533,,,,
"4,22",Länsförsäkringar,3 månader,13 555,"1,9",Mars 2009,,
"4,22",Länsförsäkringar,3 månader,13 649,2 mkr,111231,,
"4,22",SBAB,3 månader,13 768,,,,
"4,22",SBAB,3 månader,13 768,,,,
"4,22",Länsförsäkringar,3 månader,13 836,"1,65",Februari 2012,,
"4,22",Länsförsäkringar,Rörlig,14 140,9950000,x,,
"4,22",Länsförsäkringar,3 månader,14 461,180000,20120101,,
"4,22",Länsförsäkringar,Rörlig,14 730,,,,
"4,22",Länsförsäkringar,3 månader,16 446,,,,
"4,22",Länsförsäkringar,3 månader,16 732,"1,4 mkr",10-Dec,,
"4,22",Länsförsäkringar,3 månader,16 732,"1,4 mkr",10-Dec,,
"4,22",Länsförsäkringar,3 månader,16 857,,,,
"4,22",Länsförsäkringar,Rörlig,17 147,"1,9",12-Apr,,
"4,22",Länsförsäkringar,3 månader,17 155,,,,
"4,22",Handelsbanken,2 år,17759,"2,1",2011,,
"4,22",Länsförsäkringar,3 månader,18 246,,,,
"4,22",Länsförsäkringar,3 månader,18 351,"1,2 mkr",12-Feb,,
"4,22",Länsförsäkringar,3 månader,18 450,,,,
"4,22",Länsförsäkringar,3 månader,18 655,"1,3",Februari 2012,,
"4,22",Länsförsäkringar,Rörlig,18 697,1000000,2008,,
"4,22",Nordea,Rörlig,18 697,"1,5 mkr",xxx,,
"4,22",Länsförsäkringar,Rörlig,18 731,,,,
"4,22",Länsförsäkringar,3 månader,18 745,,,,
"4,22",Länsförsäkringar,3 månader,19 144,,,,
"4,22",Länsförsäkringar,3 månader,19 144,"2,3 mkr",Februari 2012,,
"4,22",Swedbank,3 månader,19 146,,,,
"4,22",SEB,2 år,19271,100000,Mars 2011,,
"4,22",SBAB,Rörlig,19 332,,,,
"4,22",Länsförsäkringar,Rörlig,21 148,"1,6",2008,,
"4,22",Nordea,5 år,21573,260000,Febuari 2009,,
"4,22",Länsförsäkringar,3 månader,23 438,,,,
"4,22",Länsförsäkringar,3 månader,23 438,"2,8 mkr",1/10/2012,,
"4,22",Länsförsäkringar,3 månader,24 332,"1,2 mkr",Januari 2012,,
"4,22",SEB,3 år,24797,,,,
"4,22",Nordea,3 månader,26 651,279000,Juli 2007,,
"4,22",Swedbank,3 månader,31 173,"1,6mkr",2011/080/01,,
"4,22",Swedbank,3 månader,31 173,"1,6mkr",2011/080/01,,
"4,22",Länsförsäkringar,3 månader,37 022,"1,9 mkr",120104,,
"4,22",Länsförsäkringar,3 månader,37 022,"1,9 mkr",120104,,
"4,22",SEB,Rörlig,41 143,,,,
"4,22",SBAB,3 månader,41 476,,,,
"4,22",Länsförsäkringar,Rörlig,42 139,"1,13 mkr",-,,
"4,22",Handelsbanken,1 år,42139,150000,110901,,
"4,22",Swedbank,3 månader,42 339,"3,7",5/1/2010,,
"4,22",Länsförsäkringar,3 månader,43 241,"1,64 mkr",120131,,
"4,22",Länsförsäkringar,3 månader,43 448,"2,1",120201,,
"4,22",Länsförsäkringar,3 månader,44 452,920000 kr,20120103,,
"4,22",Länsförsäkringar,Rörlig,52 374,600000,2012,,
"4,22",Länsförsäkringar,3 månader,54 140,230000,120401,,
"4,22",Swedbank,3 år,56692,765000,11-Dec,,
"4,22",Swedbank,3 månader,58 727,496000,1/30/2012,,
"4,22",Swedbank,3 år,59049,400000,5/1/2011,,
"4,22",Länsförsäkringar,3 månader,59 797,"0,7",120228,,
"4,22",Handelsbanken,Rörlig,65 343,,,,
"4,22",Länsförsäkringar,3 månader,70 597,,,,
"4,22",Länsförsäkringar,3 månader,71 594,900000,9/25/2010,,
"4,22",Länsförsäkringar,3 månader,72 211,200000,11-Dec,,
"4,22",Swedbank,3 månader,74 361,"1,25 mkr",?,,
"4,22",Danske Bank,2 år,75328,,,,
"4,22",Länsförsäkringar,3 månader,75 337,"1,1",120201,,
"4,22",SBAB,3 månader,75 447,,,,
"4,22",SBAB,3 månader,75 447,,,,
"4,22",Länsförsäkringar,3 månader,77 194,160000,20120101,,
"4,22",Länsförsäkringar,3 månader,77 435,820000,20120401,,
"4,22",Länsförsäkringar,Rörlig,83 005,"1,2",Rörligt,,
"4,22",Swedbank,3 månader,85 237,,,,
"4,22",Länsförsäkringar,3 månader,92 263,,,,
"4,22",Länsförsäkringar,3 månader,93 139,,,,
"4,21",SBAB,Rörlig,11 825,,,,
"4,21",SBAB,3 månader,12 055,"1,8 mkr",20120101,,
"4,21",SBAB,3 månader,12 949,,,,
"4,21",Handelsbanken,3 månader,13 431,"1,78",juni 2011,,
"4,21",Swedbank,3 månader,16 741,1365000,120128,,
"4,21",SBAB,3 månader,16 771,"1,4",Februari 2012,,
"4,21",SEB,1 år,18335,,,,
"4,21",Handelsbanken,3 år,18775,1750000,februari 2009,,
"4,21",SBAB,3 månader,21 146,,,,
"4,21",Swedbank,Rörlig,30 256,,,,
"4,21",Swedbank,10 år,43732,498000,12/1/2005,,
"4,21",Handelsbanken,3 månader,74 961,"0,5 mkr",Juni 2009,,
"4,21",Länsförsäkringar,3 månader,75 225,,,,
"4,2",Danske Bank,3 månader,11 140,,,,
"4,2",SBAB,Rörlig,11 231,,,,
"4,2",Nordea,3 månader,11 232,,,,
"4,2",Swedbank,3 månader,11 235,900000,20090325,,
"4,2",Swedbank,1 år,11241,,,,
"4,2",Swedbank,2 år,11250,570000,8/1/2011,,
"4,2",Swedbank,3 månader,11 253,719000,Mars 2003,,
"4,2",Nordea,3 månader,11 256,,,,
"4,2",Nordea,3 månader,11 259,,,,
"4,2",Handelsbanken,Rörlig,11 321,"2,7",5/20/2010,,
"4,2",Swedbank,3 månader,11 330,,,,
"4,2",Nordea,Rörlig,11 341,,,,
"4,2",Danske Bank,Rörlig,11 352,"670.0""0","00""",Rörligt lån,
"4,2",Nordea,3 månader,11 353,,,,
"4,2",Nordea,Rörlig,11 360,"1,8 mkr",20601,,
"4,2",Handelsbanken,3 månader,11 361,"1,875 mkr",2/1/2012,,
"4,2",Handelsbanken,3 år,11418,,,,
"4,2",Swedbank,3 månader,11 421,,,,
"4,2",SBAB,3 månader,11 438,188000,2/23/2012,,
"4,2",Swedbank,Rörlig,11 534,"0,2",91201,,
"4,2",Nordea,3 månader,11 537,,,,
"4,2",Handelsbanken,3 månader,11 537,"2,2 mkr",6/30/2010,,
"4,2",Swedbank,3 månader,11 550,1700000,20120217,,
"4,2",Nordea,3 månader,11 553,,,,
"4,2",Handelsbanken,3 månader,11 621,,,,
"4,2",Handelsbanken,3 månader,11 640,,,,
"4,2",Länsförsäkringar,3 månader,11 641,,,,
"4,2",Handelsbanken,Rörlig,11 727,"1,85 mkr",20110201,,
"4,2",Nordea,Rörlig,11 760,,,,
"4,2",Swedbank,3 månader,11 762,"1,3855 mkr",Mars 2012,,
"4,2",Nordea,3 månader,11 765,,,,
"4,2",Swedbank,2 år,11850,,,,
"4,2",Nordea,Rörlig,12 054,,,,
"4,2",SBAB,Rörlig,12 065,,,,
"4,2",Swedbank,Rörlig,12 143,,,,
"4,2",Nordea,3 månader,12 152,,,,
"4,2",Nordea,3 månader,12 152,"1,5 mkr",12/23/2011,,
"4,2",Skandiabanken,3 månader,12 242,,,,
"4,2",Swedbank,3 månader,12 246,,,,
"4,2",Swedbank,Rörlig,12 360,,,,
"4,2",SBAB,3 månader,12 530,,,,
"4,2",Länsförsäkringar,Rörlig,12 556,,,,
"4,2",Nordea,Rörlig,12 637,,,,
"4,2",Swedbank,3 månader,12 701,"0,6",20120110,,
"4,2",Länsförsäkringar,1 år,12732,219375,4/1/2012,,
"4,2",Skandiabanken,3 månader,12 844,"1,09",februari 2012,,
"4,2",SBAB,Rörlig,12 868,400000,2012,,
"4,2",Nordea,5 år,12932,,,,
"4,2",Nordea,Rörlig,12 954,,,,
"4,2",Handelsbanken,Rörlig,12 954,,,,
